subid,cond,block,epi
307,1,4,/home/despo/jrcohen/task_graphtheory/data/307/bimancoord/afni_bimancoord_3071A/3071-EPI-004_proc.nii
308,1,1,/home/despo/jrcohen/task_graphtheory/data/308/bimancoord/afni_bimancoord_3081A/3081-EPI-001_proc.nii
308,1,2,/home/despo/jrcohen/task_graphtheory/data/308/bimancoord/afni_bimancoord_3081A/3081-EPI-002_proc.nii
308,1,3,/home/despo/jrcohen/task_graphtheory/data/308/bimancoord/afni_bimancoord_3081A/3081-EPI-003_proc.nii
308,1,4,/home/despo/jrcohen/task_graphtheory/data/308/bimancoord/afni_bimancoord_3081A/3081-EPI-004_proc.nii
309,1,1,/home/despo/jrcohen/task_graphtheory/data/309/bimancoord/afni_bimancoord_3091A/3091-EPI-001_proc.nii
309,1,2,/home/despo/jrcohen/task_graphtheory/data/309/bimancoord/afni_bimancoord_3091A/3091-EPI-002_proc.nii
309,1,3,/home/despo/jrcohen/task_graphtheory/data/309/bimancoord/afni_bimancoord_3091A/3091-EPI-003_proc.nii
309,1,4,/home/despo/jrcohen/task_graphtheory/data/309/bimancoord/afni_bimancoord_3091A/3091-EPI-004_proc.nii
310,1,1,/home/despo/jrcohen/task_graphtheory/data/310/bimancoord/afni_bimancoord_3101A/3101-EPI-001_proc.nii
310,1,2,/home/despo/jrcohen/task_graphtheory/data/310/bimancoord/afni_bimancoord_3101A/3101-EPI-002_proc.nii
310,1,3,/home/despo/jrcohen/task_graphtheory/data/310/bimancoord/afni_bimancoord_3101A/3101-EPI-003_proc.nii
310,1,4,/home/despo/jrcohen/task_graphtheory/data/310/bimancoord/afni_bimancoord_3101A/3101-EPI-004_proc.nii
311,1,1,/home/despo/jrcohen/task_graphtheory/data/311/bimancoord/afni_bimancoord_3111A/3111-EPI-001_proc.nii
311,1,2,/home/despo/jrcohen/task_graphtheory/data/311/bimancoord/afni_bimancoord_3111A/3111-EPI-002_proc.nii
311,1,3,/home/despo/jrcohen/task_graphtheory/data/311/bimancoord/afni_bimancoord_3111A/3111-EPI-003_proc.nii
311,1,4,/home/despo/jrcohen/task_graphtheory/data/311/bimancoord/afni_bimancoord_3111A/3111-EPI-004_proc.nii
312,2,1,/home/despo/jrcohen/task_graphtheory/data/312/bimancoord/afni_bimancoord_3122A/3122-EPI-001_proc.nii
312,2,2,/home/despo/jrcohen/task_graphtheory/data/312/bimancoord/afni_bimancoord_3122A/3122-EPI-002_proc.nii
312,2,3,/home/despo/jrcohen/task_graphtheory/data/312/bimancoord/afni_bimancoord_3122A/3122-EPI-003_proc.nii
312,2,4,/home/despo/jrcohen/task_graphtheory/data/312/bimancoord/afni_bimancoord_3122A/3122-EPI-004_proc.nii
313,1,1,/home/despo/jrcohen/task_graphtheory/data/313/bimancoord/afni_bimancoord_3131A/3131-EPI-001_proc.nii
313,1,2,/home/despo/jrcohen/task_graphtheory/data/313/bimancoord/afni_bimancoord_3131A/3131-EPI-002_proc.nii
313,1,3,/home/despo/jrcohen/task_graphtheory/data/313/bimancoord/afni_bimancoord_3131A/3131-EPI-003_proc.nii
313,1,4,/home/despo/jrcohen/task_graphtheory/data/313/bimancoord/afni_bimancoord_3131A/3131-EPI-004_proc.nii
314,2,1,/home/despo/jrcohen/task_graphtheory/data/314/bimancoord/afni_bimancoord_3142A/3142-EPI-001_proc.nii
314,2,2,/home/despo/jrcohen/task_graphtheory/data/314/bimancoord/afni_bimancoord_3142A/3142-EPI-002_proc.nii
314,2,3,/home/despo/jrcohen/task_graphtheory/data/314/bimancoord/afni_bimancoord_3142A/3142-EPI-003_proc.nii
314,2,4,/home/despo/jrcohen/task_graphtheory/data/314/bimancoord/afni_bimancoord_3142A/3142-EPI-004_proc.nii
315,2,1,/home/despo/jrcohen/task_graphtheory/data/315/bimancoord/afni_bimancoord_3152A/3152-EPI-001_proc.nii
315,2,2,/home/despo/jrcohen/task_graphtheory/data/315/bimancoord/afni_bimancoord_3152A/3152-EPI-002_proc.nii
315,2,3,/home/despo/jrcohen/task_graphtheory/data/315/bimancoord/afni_bimancoord_3152A/3152-EPI-003_proc.nii
315,2,4,/home/despo/jrcohen/task_graphtheory/data/315/bimancoord/afni_bimancoord_3152A/3152-EPI-004_proc.nii
316,2,1,/home/despo/jrcohen/task_graphtheory/data/316/bimancoord/afni_bimancoord_3162A/3162-EPI-001_proc.nii
316,2,2,/home/despo/jrcohen/task_graphtheory/data/316/bimancoord/afni_bimancoord_3162A/3162-EPI-002_proc.nii
316,2,3,/home/despo/jrcohen/task_graphtheory/data/316/bimancoord/afni_bimancoord_3162A/3162-EPI-003_proc.nii
316,2,4,/home/despo/jrcohen/task_graphtheory/data/316/bimancoord/afni_bimancoord_3162A/3162-EPI-004_proc.nii
317,2,1,/home/despo/jrcohen/task_graphtheory/data/317/bimancoord/afni_bimancoord_3172A/3172-EPI-001_proc.nii
317,2,2,/home/despo/jrcohen/task_graphtheory/data/317/bimancoord/afni_bimancoord_3172A/3172-EPI-002_proc.nii
317,2,3,/home/despo/jrcohen/task_graphtheory/data/317/bimancoord/afni_bimancoord_3172A/3172-EPI-003_proc.nii
317,2,4,/home/despo/jrcohen/task_graphtheory/data/317/bimancoord/afni_bimancoord_3172A/3172-EPI-004_proc.nii
318,1,1,/home/despo/jrcohen/task_graphtheory/data/318/bimancoord/afni_bimancoord_3181A/3181-EPI-001_proc.nii
318,1,2,/home/despo/jrcohen/task_graphtheory/data/318/bimancoord/afni_bimancoord_3181A/3181-EPI-002_proc.nii
318,1,3,/home/despo/jrcohen/task_graphtheory/data/318/bimancoord/afni_bimancoord_3181A/3181-EPI-003_proc.nii
318,1,4,/home/despo/jrcohen/task_graphtheory/data/318/bimancoord/afni_bimancoord_3181A/3181-EPI-004_proc.nii
319,1,1,/home/despo/jrcohen/task_graphtheory/data/319/bimancoord/afni_bimancoord_3191A/3191-EPI-001_proc.nii
319,1,2,/home/despo/jrcohen/task_graphtheory/data/319/bimancoord/afni_bimancoord_3191A/3191-EPI-002_proc.nii
319,1,3,/home/despo/jrcohen/task_graphtheory/data/319/bimancoord/afni_bimancoord_3191A/3191-EPI-003_proc.nii
319,1,4,/home/despo/jrcohen/task_graphtheory/data/319/bimancoord/afni_bimancoord_3191A/3191-EPI-004_proc.nii
320,1,1,/home/despo/jrcohen/task_graphtheory/data/320/bimancoord/afni_bimancoord_3201A/3201-EPI-001_proc.nii
320,1,2,/home/despo/jrcohen/task_graphtheory/data/320/bimancoord/afni_bimancoord_3201A/3201-EPI-002_proc.nii
320,1,3,/home/despo/jrcohen/task_graphtheory/data/320/bimancoord/afni_bimancoord_3201A/3201-EPI-003_proc.nii
320,1,4,/home/despo/jrcohen/task_graphtheory/data/320/bimancoord/afni_bimancoord_3201A/3201-EPI-004_proc.nii
321,2,1,/home/despo/jrcohen/task_graphtheory/data/321/bimancoord/afni_bimancoord_3212A/3212-EPI-001_proc.nii
321,2,2,/home/despo/jrcohen/task_graphtheory/data/321/bimancoord/afni_bimancoord_3212A/3212-EPI-002_proc.nii
321,2,3,/home/despo/jrcohen/task_graphtheory/data/321/bimancoord/afni_bimancoord_3212A/3212-EPI-003_proc.nii
321,2,4,/home/despo/jrcohen/task_graphtheory/data/321/bimancoord/afni_bimancoord_3212A/3212-EPI-004_proc.nii
322,1,1,/home/despo/jrcohen/task_graphtheory/data/322/bimancoord/afni_bimancoord_3221A/3221-EPI-001_proc.nii
322,1,2,/home/despo/jrcohen/task_graphtheory/data/322/bimancoord/afni_bimancoord_3221A/3221-EPI-002_proc.nii
322,1,3,/home/despo/jrcohen/task_graphtheory/data/322/bimancoord/afni_bimancoord_3221A/3221-EPI-003_proc.nii
322,1,4,/home/despo/jrcohen/task_graphtheory/data/322/bimancoord/afni_bimancoord_3221A/3221-EPI-004_proc.nii
323,2,1,/home/despo/jrcohen/task_graphtheory/data/323/bimancoord/afni_bimancoord_3232A/3232-EPI-001_proc.nii
323,2,2,/home/despo/jrcohen/task_graphtheory/data/323/bimancoord/afni_bimancoord_3232A/3232-EPI-002_proc.nii
323,2,3,/home/despo/jrcohen/task_graphtheory/data/323/bimancoord/afni_bimancoord_3232A/3232-EPI-003_proc.nii
323,2,4,/home/despo/jrcohen/task_graphtheory/data/323/bimancoord/afni_bimancoord_3232A/3232-EPI-004_proc.nii
324,2,1,/home/despo/jrcohen/task_graphtheory/data/324/bimancoord/afni_bimancoord_3242A/3242-EPI-001_proc.nii
324,2,2,/home/despo/jrcohen/task_graphtheory/data/324/bimancoord/afni_bimancoord_3242A/3242-EPI-002_proc.nii
324,2,3,/home/despo/jrcohen/task_graphtheory/data/324/bimancoord/afni_bimancoord_3242A/3242-EPI-003_proc.nii
324,2,4,/home/despo/jrcohen/task_graphtheory/data/324/bimancoord/afni_bimancoord_3242A/3242-EPI-004_proc.nii
325,2,1,/home/despo/jrcohen/task_graphtheory/data/325/bimancoord/afni_bimancoord_3252A/3252-EPI-001_proc.nii
325,2,2,/home/despo/jrcohen/task_graphtheory/data/325/bimancoord/afni_bimancoord_3252A/3252-EPI-002_proc.nii
325,2,3,/home/despo/jrcohen/task_graphtheory/data/325/bimancoord/afni_bimancoord_3252A/3252-EPI-003_proc.nii
325,2,4,/home/despo/jrcohen/task_graphtheory/data/325/bimancoord/afni_bimancoord_3252A/3252-EPI-004_proc.nii
326,1,1,/home/despo/jrcohen/task_graphtheory/data/326/bimancoord/afni_bimancoord_3261A/3261-EPI-001_proc.nii
326,1,2,/home/despo/jrcohen/task_graphtheory/data/326/bimancoord/afni_bimancoord_3261A/3261-EPI-002_proc.nii
326,1,3,/home/despo/jrcohen/task_graphtheory/data/326/bimancoord/afni_bimancoord_3261A/3261-EPI-003_proc.nii
326,1,4,/home/despo/jrcohen/task_graphtheory/data/326/bimancoord/afni_bimancoord_3261A/3261-EPI-004_proc.nii
327,2,1,/home/despo/jrcohen/task_graphtheory/data/327/bimancoord/afni_bimancoord_3272A/3272-EPI-001_proc.nii
327,2,2,/home/despo/jrcohen/task_graphtheory/data/327/bimancoord/afni_bimancoord_3272A/3272-EPI-002_proc.nii
327,2,3,/home/despo/jrcohen/task_graphtheory/data/327/bimancoord/afni_bimancoord_3272A/3272-EPI-003_proc.nii
328,2,1,/home/despo/jrcohen/task_graphtheory/data/328/bimancoord/afni_bimancoord_3282A/3282-EPI-001_proc.nii
328,2,2,/home/despo/jrcohen/task_graphtheory/data/328/bimancoord/afni_bimancoord_3282A/3282-EPI-002_proc.nii
328,2,3,/home/despo/jrcohen/task_graphtheory/data/328/bimancoord/afni_bimancoord_3282A/3282-EPI-003_proc.nii
328,2,4,/home/despo/jrcohen/task_graphtheory/data/328/bimancoord/afni_bimancoord_3282A/3282-EPI-004_proc.nii
329,1,1,/home/despo/jrcohen/task_graphtheory/data/329/bimancoord/afni_bimancoord_3291A/3291-EPI-001_proc.nii
329,1,2,/home/despo/jrcohen/task_graphtheory/data/329/bimancoord/afni_bimancoord_3291A/3291-EPI-002_proc.nii
329,1,3,/home/despo/jrcohen/task_graphtheory/data/329/bimancoord/afni_bimancoord_3291A/3291-EPI-003_proc.nii
329,1,4,/home/despo/jrcohen/task_graphtheory/data/329/bimancoord/afni_bimancoord_3291A/3291-EPI-004_proc.nii
330,1,1,/home/despo/jrcohen/task_graphtheory/data/330/bimancoord/afni_bimancoord_3301A/3301-EPI-001_proc.nii
330,1,2,/home/despo/jrcohen/task_graphtheory/data/330/bimancoord/afni_bimancoord_3301A/3301-EPI-002_proc.nii
330,1,3,/home/despo/jrcohen/task_graphtheory/data/330/bimancoord/afni_bimancoord_3301A/3301-EPI-003_proc.nii
330,1,4,/home/despo/jrcohen/task_graphtheory/data/330/bimancoord/afni_bimancoord_3301A/3301-EPI-004_proc.nii
331,1,1,/home/despo/jrcohen/task_graphtheory/data/331/bimancoord/afni_bimancoord_3311A/3311-EPI-001_proc.nii
331,1,2,/home/despo/jrcohen/task_graphtheory/data/331/bimancoord/afni_bimancoord_3311A/3311-EPI-002_proc.nii
331,1,3,/home/despo/jrcohen/task_graphtheory/data/331/bimancoord/afni_bimancoord_3311A/3311-EPI-003_proc.nii
331,1,4,/home/despo/jrcohen/task_graphtheory/data/331/bimancoord/afni_bimancoord_3311A/3311-EPI-004_proc.nii
332,1,1,/home/despo/jrcohen/task_graphtheory/data/332/bimancoord/afni_bimancoord_3321A/3321-EPI-001_proc.nii
332,1,2,/home/despo/jrcohen/task_graphtheory/data/332/bimancoord/afni_bimancoord_3321A/3321-EPI-002_proc.nii
332,1,3,/home/despo/jrcohen/task_graphtheory/data/332/bimancoord/afni_bimancoord_3321A/3321-EPI-003_proc.nii
332,1,4,/home/despo/jrcohen/task_graphtheory/data/332/bimancoord/afni_bimancoord_3321A/3321-EPI-004_proc.nii
333,1,1,/home/despo/jrcohen/task_graphtheory/data/333/bimancoord/afni_bimancoord_3331A/3331-EPI-001_proc.nii
333,1,2,/home/despo/jrcohen/task_graphtheory/data/333/bimancoord/afni_bimancoord_3331A/3331-EPI-002_proc.nii
333,1,3,/home/despo/jrcohen/task_graphtheory/data/333/bimancoord/afni_bimancoord_3331A/3331-EPI-003_proc.nii
333,1,4,/home/despo/jrcohen/task_graphtheory/data/333/bimancoord/afni_bimancoord_3331A/3331-EPI-004_proc.nii
334,1,1,/home/despo/jrcohen/task_graphtheory/data/334/bimancoord/afni_bimancoord_3341A/3341-EPI-001_proc.nii
334,1,2,/home/despo/jrcohen/task_graphtheory/data/334/bimancoord/afni_bimancoord_3341A/3341-EPI-002_proc.nii
334,1,3,/home/despo/jrcohen/task_graphtheory/data/334/bimancoord/afni_bimancoord_3341A/3341-EPI-003_proc.nii
334,1,4,/home/despo/jrcohen/task_graphtheory/data/334/bimancoord/afni_bimancoord_3341A/3341-EPI-004_proc.nii
335,2,1,/home/despo/jrcohen/task_graphtheory/data/335/bimancoord/afni_bimancoord_3352A/3352-EPI-001_proc.nii
335,2,2,/home/despo/jrcohen/task_graphtheory/data/335/bimancoord/afni_bimancoord_3352A/3352-EPI-002_proc.nii
335,2,3,/home/despo/jrcohen/task_graphtheory/data/335/bimancoord/afni_bimancoord_3352A/3352-EPI-003_proc.nii
335,2,4,/home/despo/jrcohen/task_graphtheory/data/335/bimancoord/afni_bimancoord_3352A/3352-EPI-004_proc.nii
