subid,cond,block,epi
308,1,1,/home/despo/task_graphtheory/data/308/rest/afni_rest_3081A/3081-EPI-001_proc.nii
308,1,2,/home/despo/task_graphtheory/data/308/rest/afni_rest_3081A/3081-EPI-002_proc.nii
308,2,1,/home/despo/task_graphtheory/data/308/rest/afni_rest_3082A/3082-EPI-001_proc.nii
308,2,2,/home/despo/task_graphtheory/data/308/rest/afni_rest_3082A/3082-EPI-002_proc.nii
309,1,1,/home/despo/task_graphtheory/data/309/rest/afni_rest_3091A/3091-EPI-001_proc.nii
309,1,2,/home/despo/task_graphtheory/data/309/rest/afni_rest_3091A/3091-EPI-002_proc.nii
309,2,1,/home/despo/task_graphtheory/data/309/rest/afni_rest_3092A/3092-EPI-001_proc.nii
309,2,2,/home/despo/task_graphtheory/data/309/rest/afni_rest_3092A/3092-EPI-002_proc.nii
310,1,1,/home/despo/task_graphtheory/data/310/rest/afni_rest_3101A/3101-EPI-001_proc.nii
310,1,2,/home/despo/task_graphtheory/data/310/rest/afni_rest_3101A/3101-EPI-002_proc.nii
310,2,1,/home/despo/task_graphtheory/data/310/rest/afni_rest_3102A/3102-EPI-001_proc.nii
310,2,2,/home/despo/task_graphtheory/data/310/rest/afni_rest_3102A/3102-EPI-002_proc.nii
311,1,1,/home/despo/task_graphtheory/data/311/rest/afni_rest_3111A/3111-EPI-001_proc.nii
311,1,2,/home/despo/task_graphtheory/data/311/rest/afni_rest_3111A/3111-EPI-002_proc.nii
311,2,1,/home/despo/task_graphtheory/data/311/rest/afni_rest_3112A/3112-EPI-001_proc.nii
311,2,2,/home/despo/task_graphtheory/data/311/rest/afni_rest_3112A/3112-EPI-002_proc.nii
312,1,1,/home/despo/task_graphtheory/data/312/rest/afni_rest_3121A/3121-EPI-001_proc.nii
312,1,2,/home/despo/task_graphtheory/data/312/rest/afni_rest_3121A/3121-EPI-002_proc.nii
312,2,1,/home/despo/task_graphtheory/data/312/rest/afni_rest_3122A/3122-EPI-001_proc.nii
312,2,2,/home/despo/task_graphtheory/data/312/rest/afni_rest_3122A/3122-EPI-002_proc.nii
313,1,1,/home/despo/task_graphtheory/data/313/rest/afni_rest_3131A/3131-EPI-001_proc.nii
313,1,2,/home/despo/task_graphtheory/data/313/rest/afni_rest_3131A/3131-EPI-002_proc.nii
313,2,1,/home/despo/task_graphtheory/data/313/rest/afni_rest_3132A/3132-EPI-001_proc.nii
313,2,2,/home/despo/task_graphtheory/data/313/rest/afni_rest_3132A/3132-EPI-002_proc.nii
314,1,1,/home/despo/task_graphtheory/data/314/rest/afni_rest_3141A/3141-EPI-001_proc.nii
314,1,2,/home/despo/task_graphtheory/data/314/rest/afni_rest_3141A/3141-EPI-002_proc.nii
314,2,1,/home/despo/task_graphtheory/data/314/rest/afni_rest_3142A/3142-EPI-001_proc.nii
314,2,2,/home/despo/task_graphtheory/data/314/rest/afni_rest_3142A/3142-EPI-002_proc.nii
315,1,1,/home/despo/task_graphtheory/data/315/rest/afni_rest_3151A/3151-EPI-001_proc.nii
315,1,2,/home/despo/task_graphtheory/data/315/rest/afni_rest_3151A/3151-EPI-002_proc.nii
315,2,1,/home/despo/task_graphtheory/data/315/rest/afni_rest_3152A/3152-EPI-001_proc.nii
315,2,2,/home/despo/task_graphtheory/data/315/rest/afni_rest_3152A/3152-EPI-002_proc.nii
316,1,1,/home/despo/task_graphtheory/data/316/rest/afni_rest_3161A/3161-EPI-001_proc.nii
316,1,2,/home/despo/task_graphtheory/data/316/rest/afni_rest_3161A/3161-EPI-002_proc.nii
316,2,1,/home/despo/task_graphtheory/data/316/rest/afni_rest_3162A/3162-EPI-001_proc.nii
316,2,2,/home/despo/task_graphtheory/data/316/rest/afni_rest_3162A/3162-EPI-002_proc.nii
317,1,1,/home/despo/task_graphtheory/data/317/rest/afni_rest_3171A/3171-EPI-001_proc.nii
317,1,2,/home/despo/task_graphtheory/data/317/rest/afni_rest_3171A/3171-EPI-002_proc.nii
317,2,1,/home/despo/task_graphtheory/data/317/rest/afni_rest_3172A/3172-EPI-001_proc.nii
317,2,2,/home/despo/task_graphtheory/data/317/rest/afni_rest_3172A/3172-EPI-002_proc.nii
318,1,1,/home/despo/task_graphtheory/data/318/rest/afni_rest_3181A/3181-EPI-001_proc.nii
318,1,2,/home/despo/task_graphtheory/data/318/rest/afni_rest_3181A/3181-EPI-002_proc.nii
318,2,1,/home/despo/task_graphtheory/data/318/rest/afni_rest_3182A/3182-EPI-001_proc.nii
318,2,2,/home/despo/task_graphtheory/data/318/rest/afni_rest_3182A/3182-EPI-002_proc.nii
319,1,1,/home/despo/task_graphtheory/data/319/rest/afni_rest_3191A/3191-EPI-001_proc.nii
319,1,2,/home/despo/task_graphtheory/data/319/rest/afni_rest_3191A/3191-EPI-002_proc.nii
319,2,1,/home/despo/task_graphtheory/data/319/rest/afni_rest_3192A/3192-EPI-001_proc.nii
319,2,2,/home/despo/task_graphtheory/data/319/rest/afni_rest_3192A/3192-EPI-002_proc.nii
320,1,1,/home/despo/task_graphtheory/data/320/rest/afni_rest_3201A/3201-EPI-001_proc.nii
320,1,2,/home/despo/task_graphtheory/data/320/rest/afni_rest_3201A/3201-EPI-002_proc.nii
320,2,1,/home/despo/task_graphtheory/data/320/rest/afni_rest_3202A/3202-EPI-001_proc.nii
320,2,2,/home/despo/task_graphtheory/data/320/rest/afni_rest_3202A/3202-EPI-002_proc.nii
321,1,1,/home/despo/task_graphtheory/data/321/rest/afni_rest_3211A/3211-EPI-001_proc.nii
321,1,2,/home/despo/task_graphtheory/data/321/rest/afni_rest_3211A/3211-EPI-002_proc.nii
321,2,1,/home/despo/task_graphtheory/data/321/rest/afni_rest_3212A/3212-EPI-001_proc.nii
321,2,2,/home/despo/task_graphtheory/data/321/rest/afni_rest_3212A/3212-EPI-002_proc.nii
322,1,1,/home/despo/task_graphtheory/data/322/rest/afni_rest_3221A/3221-EPI-001_proc.nii
322,1,2,/home/despo/task_graphtheory/data/322/rest/afni_rest_3221A/3221-EPI-002_proc.nii
322,2,1,/home/despo/task_graphtheory/data/322/rest/afni_rest_3222A/3222-EPI-001_proc.nii
322,2,2,/home/despo/task_graphtheory/data/322/rest/afni_rest_3222A/3222-EPI-002_proc.nii
323,1,1,/home/despo/task_graphtheory/data/323/rest/afni_rest_3231A/3231-EPI-001_proc.nii
323,1,2,/home/despo/task_graphtheory/data/323/rest/afni_rest_3231A/3231-EPI-002_proc.nii
323,2,1,/home/despo/task_graphtheory/data/323/rest/afni_rest_3232A/3232-EPI-001_proc.nii
323,2,2,/home/despo/task_graphtheory/data/323/rest/afni_rest_3232A/3232-EPI-002_proc.nii
324,1,1,/home/despo/task_graphtheory/data/324/rest/afni_rest_3241A/3241-EPI-001_proc.nii
324,1,2,/home/despo/task_graphtheory/data/324/rest/afni_rest_3241A/3241-EPI-002_proc.nii
324,2,1,/home/despo/task_graphtheory/data/324/rest/afni_rest_3242A/3242-EPI-001_proc.nii
324,2,2,/home/despo/task_graphtheory/data/324/rest/afni_rest_3242A/3242-EPI-002_proc.nii
325,1,1,/home/despo/task_graphtheory/data/325/rest/afni_rest_3251A/3251-EPI-001_proc.nii
325,1,2,/home/despo/task_graphtheory/data/325/rest/afni_rest_3251A/3251-EPI-002_proc.nii
325,2,1,/home/despo/task_graphtheory/data/325/rest/afni_rest_3252A/3252-EPI-001_proc.nii
325,2,2,/home/despo/task_graphtheory/data/325/rest/afni_rest_3252A/3252-EPI-002_proc.nii
326,1,1,/home/despo/task_graphtheory/data/326/rest/afni_rest_3261A/3261-EPI-001_proc.nii
326,1,2,/home/despo/task_graphtheory/data/326/rest/afni_rest_3261A/3261-EPI-002_proc.nii
326,2,1,/home/despo/task_graphtheory/data/326/rest/afni_rest_3262A/3262-EPI-001_proc.nii
326,2,2,/home/despo/task_graphtheory/data/326/rest/afni_rest_3262A/3262-EPI-002_proc.nii
327,1,1,/home/despo/task_graphtheory/data/327/rest/afni_rest_3271A/3271-EPI-001_proc.nii
327,1,2,/home/despo/task_graphtheory/data/327/rest/afni_rest_3271A/3271-EPI-002_proc.nii
327,2,1,/home/despo/task_graphtheory/data/327/rest/afni_rest_3272A/3272-EPI-001_proc.nii
327,2,2,/home/despo/task_graphtheory/data/327/rest/afni_rest_3272A/3272-EPI-002_proc.nii
328,1,1,/home/despo/task_graphtheory/data/328/rest/afni_rest_3281A/3281-EPI-001_proc.nii
328,1,2,/home/despo/task_graphtheory/data/328/rest/afni_rest_3281A/3281-EPI-002_proc.nii
328,2,1,/home/despo/task_graphtheory/data/328/rest/afni_rest_3282A/3282-EPI-001_proc.nii
328,2,2,/home/despo/task_graphtheory/data/328/rest/afni_rest_3282A/3282-EPI-002_proc.nii
329,1,1,/home/despo/task_graphtheory/data/329/rest/afni_rest_3291A/3291-EPI-001_proc.nii
329,1,2,/home/despo/task_graphtheory/data/329/rest/afni_rest_3291A/3291-EPI-002_proc.nii
329,2,1,/home/despo/task_graphtheory/data/329/rest/afni_rest_3292A/3292-EPI-001_proc.nii
329,2,2,/home/despo/task_graphtheory/data/329/rest/afni_rest_3292A/3292-EPI-002_proc.nii
330,1,1,/home/despo/task_graphtheory/data/330/rest/afni_rest_3301A/3301-EPI-001_proc.nii
330,1,2,/home/despo/task_graphtheory/data/330/rest/afni_rest_3301A/3301-EPI-002_proc.nii
330,2,1,/home/despo/task_graphtheory/data/330/rest/afni_rest_3302A/3302-EPI-001_proc.nii
330,2,2,/home/despo/task_graphtheory/data/330/rest/afni_rest_3302A/3302-EPI-002_proc.nii
331,1,1,/home/despo/task_graphtheory/data/331/rest/afni_rest_3311A/3311-EPI-001_proc.nii
331,1,2,/home/despo/task_graphtheory/data/331/rest/afni_rest_3311A/3311-EPI-002_proc.nii
331,2,1,/home/despo/task_graphtheory/data/331/rest/afni_rest_3312A/3312-EPI-001_proc.nii
331,2,2,/home/despo/task_graphtheory/data/331/rest/afni_rest_3312A/3312-EPI-002_proc.nii
332,1,1,/home/despo/task_graphtheory/data/332/rest/afni_rest_3321A/3321-EPI-001_proc.nii
332,1,2,/home/despo/task_graphtheory/data/332/rest/afni_rest_3321A/3321-EPI-002_proc.nii
332,2,1,/home/despo/task_graphtheory/data/332/rest/afni_rest_3322A/3322-EPI-001_proc.nii
332,2,2,/home/despo/task_graphtheory/data/332/rest/afni_rest_3322A/3322-EPI-002_proc.nii
333,1,1,/home/despo/task_graphtheory/data/333/rest/afni_rest_3331A/3331-EPI-001_proc.nii
333,1,2,/home/despo/task_graphtheory/data/333/rest/afni_rest_3331A/3331-EPI-002_proc.nii
333,2,1,/home/despo/task_graphtheory/data/333/rest/afni_rest_3332A/3332-EPI-001_proc.nii
333,2,2,/home/despo/task_graphtheory/data/333/rest/afni_rest_3332A/3332-EPI-002_proc.nii
334,1,1,/home/despo/task_graphtheory/data/334/rest/afni_rest_3341A/3341-EPI-001_proc.nii
334,1,2,/home/despo/task_graphtheory/data/334/rest/afni_rest_3341A/3341-EPI-002_proc.nii
334,2,1,/home/despo/task_graphtheory/data/334/rest/afni_rest_3342A/3342-EPI-001_proc.nii
334,2,2,/home/despo/task_graphtheory/data/334/rest/afni_rest_3342A/3342-EPI-002_proc.nii
335,1,1,/home/despo/task_graphtheory/data/335/rest/afni_rest_3351A/3351-EPI-001_proc.nii
335,1,2,/home/despo/task_graphtheory/data/335/rest/afni_rest_3351A/3351-EPI-002_proc.nii
335,2,1,/home/despo/task_graphtheory/data/335/rest/afni_rest_3352A/3352-EPI-001_proc.nii
335,2,2,/home/despo/task_graphtheory/data/335/rest/afni_rest_3352A/3352-EPI-002_proc.nii
