subid,cond,block,epi
329,1,2,/home/despo/task_graphtheory/data/329/rest/afni_rest_3291A/timeseries_byblock/3291_post_01_filtered.nii
329,2,1,/home/despo/task_graphtheory/data/329/rest/afni_rest_3292A/timeseries_byblock/3292_pre_01_filtered.nii
329,2,2,/home/despo/task_graphtheory/data/329/rest/afni_rest_3292A/timeseries_byblock/3292_post_01_filtered.nii
330,1,1,/home/despo/task_graphtheory/data/330/rest/afni_rest_3301A/timeseries_byblock/3301_pre_01_filtered.nii
330,1,2,/home/despo/task_graphtheory/data/330/rest/afni_rest_3301A/timeseries_byblock/3301_post_01_filtered.nii
330,2,1,/home/despo/task_graphtheory/data/330/rest/afni_rest_3302A/timeseries_byblock/3302_pre_01_filtered.nii
330,2,2,/home/despo/task_graphtheory/data/330/rest/afni_rest_3302A/timeseries_byblock/3302_post_01_filtered.nii
331,1,1,/home/despo/task_graphtheory/data/331/rest/afni_rest_3311A/timeseries_byblock/3311_pre_01_filtered.nii
331,1,2,/home/despo/task_graphtheory/data/331/rest/afni_rest_3311A/timeseries_byblock/3311_post_01_filtered.nii
331,2,1,/home/despo/task_graphtheory/data/331/rest/afni_rest_3312A/timeseries_byblock/3312_pre_01_filtered.nii
331,2,2,/home/despo/task_graphtheory/data/331/rest/afni_rest_3312A/timeseries_byblock/3312_post_01_filtered.nii
332,1,1,/home/despo/task_graphtheory/data/332/rest/afni_rest_3321A/timeseries_byblock/3321_pre_01_filtered.nii
332,1,2,/home/despo/task_graphtheory/data/332/rest/afni_rest_3321A/timeseries_byblock/3321_post_01_filtered.nii
332,2,1,/home/despo/task_graphtheory/data/332/rest/afni_rest_3322A/timeseries_byblock/3322_pre_01_filtered.nii
332,2,2,/home/despo/task_graphtheory/data/332/rest/afni_rest_3322A/timeseries_byblock/3322_post_01_filtered.nii
333,1,1,/home/despo/task_graphtheory/data/333/rest/afni_rest_3331A/timeseries_byblock/3331_pre_01_filtered.nii
333,1,2,/home/despo/task_graphtheory/data/333/rest/afni_rest_3331A/timeseries_byblock/3331_post_01_filtered.nii
333,2,1,/home/despo/task_graphtheory/data/333/rest/afni_rest_3332A/timeseries_byblock/3332_pre_01_filtered.nii
333,2,2,/home/despo/task_graphtheory/data/333/rest/afni_rest_3332A/timeseries_byblock/3332_post_01_filtered.nii
334,1,1,/home/despo/task_graphtheory/data/334/rest/afni_rest_3341A/timeseries_byblock/3341_pre_01_filtered.nii
334,1,2,/home/despo/task_graphtheory/data/334/rest/afni_rest_3341A/timeseries_byblock/3341_post_01_filtered.nii
334,2,1,/home/despo/task_graphtheory/data/334/rest/afni_rest_3342A/timeseries_byblock/3342_pre_01_filtered.nii
334,2,2,/home/despo/task_graphtheory/data/334/rest/afni_rest_3342A/timeseries_byblock/3342_post_01_filtered.nii
335,1,1,/home/despo/task_graphtheory/data/335/rest/afni_rest_3351A/timeseries_byblock/3351_pre_01_filtered.nii
335,1,2,/home/despo/task_graphtheory/data/335/rest/afni_rest_3351A/timeseries_byblock/3351_post_01_filtered.nii
335,2,1,/home/despo/task_graphtheory/data/335/rest/afni_rest_3352A/timeseries_byblock/3352_pre_01_filtered.nii
335,2,2,/home/despo/task_graphtheory/data/335/rest/afni_rest_3352A/timeseries_byblock/3352_post_01_filtered.nii
